iter	F1	Logloss
473	0.9978417266	0.07111081542
474	0.9978417266	0.07096772399
475	0.9978417266	0.07082006837
476	0.9978417266	0.07051016686
477	0.9978417266	0.07035390602
478	0.9978417266	0.07012978835
479	0.9978417266	0.06991056499
480	0.9978417266	0.06973175918
481	0.9978417266	0.06952860771
482	0.9978417266	0.06940113163
483	0.9978417266	0.06924318977
484	0.9978417266	0.0690104347
485	0.9978417266	0.06879010895
486	0.9982007917	0.06847163475
487	0.9982007917	0.06839174007
488	0.9982007917	0.06823663516
489	0.9982007917	0.06809743981
490	0.9982007917	0.06790578591
491	0.9982007917	0.06784803096
492	0.9982007917	0.06776984779
493	0.9985611511	0.06746136909
494	0.9985611511	0.06745400044
495	0.9985611511	0.0672768215
496	0.9985611511	0.0670409711
497	0.9985611511	0.0667736444
498	0.9985611511	0.06655532866
499	0.9985611511	0.06632997686
500	0.9985611511	0.06629252297
501	0.998920475	0.06605151432
502	0.998920475	0.06593003118
503	0.998920475	0.06571856339
504	0.998920475	0.06537383002
505	0.998920475	0.06520565059
506	0.998920475	0.06509744587
507	0.998920475	0.06497216648
508	0.998920475	0.06474756327
509	0.998920475	0.06464906664
510	0.998920475	0.06439833601
511	0.998920475	0.06418267958
512	0.998920475	0.06410779144
513	0.998920475	0.06389213494
514	0.998920475	0.06363190233
515	0.998920475	0.06340220488
516	0.998920475	0.06318654657
517	0.998920475	0.06298103706
518	0.998920475	0.0628118825
519	0.998920475	0.06263648552
520	0.998920475	0.06247832059
521	0.998920475	0.06220519249
522	0.998920475	0.06208108937
523	0.998920475	0.06187534902
524	0.998920475	0.06165458976
525	0.998920475	0.06144196519
526	0.998920475	0.06123009094
527	0.998920475	0.06109025809
528	0.998920475	0.06097491513
529	0.998920475	0.06081071703
530	0.998920475	0.06065905133
531	0.998920475	0.06044503454
532	0.998920475	0.06031813929
533	0.998920475	0.06009378683
534	0.998920475	0.05979891487
535	0.998920475	0.05963547845
536	0.998920475	0.05946390635
537	0.998920475	0.0592769124
538	0.998920475	0.05909392868
539	0.998920475	0.05899502948
540	0.998920475	0.05880350567
541	0.998920475	0.05864452429
542	0.998920475	0.05842411364
543	0.998920475	0.05827473583
544	0.998920475	0.05809667051
545	0.998920475	0.05793181541
546	0.998920475	0.05778180195
547	0.998920475	0.05768955575
548	0.998920475	0.05755587169
549	0.998920475	0.05741079175
550	0.998920475	0.05731950607
551	0.998920475	0.05714331923
552	0.998920475	0.05704353248
553	0.998920475	0.05684465468
554	0.998920475	0.05662856994
555	0.998920475	0.05642726834
556	0.998920475	0.05631328039
557	0.998920475	0.05611625545
558	0.998920475	0.05595033816
559	0.998920475	0.0558358505
560	0.998920475	0.0556590106
561	0.998920475	0.0554852344
562	0.998920475	0.05535929101
563	0.998920475	0.05528378788
564	0.998920475	0.05515411861
565	0.998920475	0.05495805139
566	0.9992800576	0.05481371057
567	0.9992800576	0.05476260406
568	0.9992800576	0.05462899113
569	0.9992800576	0.05445780067
570	0.9992800576	0.05426206573
571	0.9992800576	0.05412483993
572	0.9992800576	0.05400979902
573	0.9992800576	0.05391275985
574	0.9992800576	0.05384338486
575	0.9992800576	0.0537106547
576	0.9992800576	0.0534889442
577	0.9992800576	0.05338534192
578	0.9992800576	0.05324789526
579	0.9992800576	0.05310589983
580	0.9992800576	0.0529593964
581	0.9992800576	0.05283000858
582	0.9992800576	0.05276237788
583	0.9992800576	0.05273115687
584	0.9992800576	0.05269316854
585	0.9992800576	0.05256837405
586	0.9992800576	0.0524771021
587	0.9992800576	0.05238691972
588	0.9992800576	0.0522007672
589	0.9992800576	0.05205620026
590	0.9992800576	0.05190377655
591	0.9996401583	0.05178925352
592	0.9996401583	0.05173218748
593	0.9996401583	0.05155304337
594	0.9996401583	0.05144494487
595	0.9996401583	0.05126319287
596	0.9996401583	0.0510596481
597	0.9996401583	0.05087584618
598	0.9996401583	0.05074614889
599	0.9996401583	0.0506077261
600	0.9996401583	0.05044898605
601	0.9996401583	0.05036963598
602	0.9996401583	0.05022209642
603	0.9996401583	0.05012600644
604	0.9996401583	0.05004357422
605	0.9996401583	0.04981622231
606	0.9996401583	0.04968937579
607	0.9996401583	0.04959394302
608	0.9996401583	0.04944079172
609	0.9996401583	0.04934737519
610	0.9996401583	0.04917542781
611	0.9996401583	0.0489755462
612	0.9996401583	0.04882683965
613	0.9996401583	0.04869413913
614	0.9996401583	0.0486470822
615	0.9996401583	0.04851719274
616	0.9996401583	0.04843234957
617	0.9996401583	0.04831437425
618	0.9996401583	0.04816870383
619	0.9996401583	0.04797134431
620	0.9996401583	0.04784155776
621	0.9996401583	0.04774823424
622	0.9996401583	0.04759726203
623	0.9996401583	0.04744028039
624	0.9996401583	0.04734575439
625	0.9996401583	0.04719904502
626	0.9996401583	0.04709847453
627	0.9996401583	0.04695362481
628	0.9996401583	0.04677698529
629	0.9996401583	0.04664935474
630	0.9996401583	0.04656991918
631	0.9996401583	0.04642558376
632	0.9996401583	0.04633442998
633	0.9996401583	0.04628927236
634	0.9996401583	0.04619284162
635	0.9996401583	0.04610774971
636	0.9996401583	0.04591555316
637	0.9996401583	0.04572306508
638	0.9996401583	0.04557569943
639	0.9996401583	0.04553162109
640	0.9996401583	0.04538461819
641	0.9996401583	0.04530284254
642	0.9996401583	0.0452405089
643	0.9996401583	0.0450751741
644	0.9996401583	0.04496909477
645	0.9996401583	0.0448747121
646	0.9996401583	0.04477371519
647	0.9996401583	0.04467190571
648	0.9996401583	0.04453832511
649	0.9996401583	0.04441570004
650	0.9996401583	0.04431799907
651	0.9996401583	0.04419843965
652	0.9996401583	0.04402282889
653	0.9996401583	0.04390204281
654	0.9996401583	0.04370258435
655	0.9996401583	0.04349570621
656	1	0.04339667236
657	1	0.04332204351
658	1	0.04322288067
659	1	0.04315917395
660	1	0.04312840583
661	1	0.04304812926
662	1	0.04294691251
663	1	0.04294415245
664	1	0.04281862392
665	1	0.04273684141
666	1	0.04265704021
667	1	0.04247882963
668	1	0.04236900522
669	1	0.04226108526
670	1	0.04225871568
671	1	0.04221234078
672	1	0.04213091065
673	1	0.04204516353
674	1	0.04196351715
675	1	0.04182430287
676	1	0.04170803572
677	1	0.04160801672
678	1	0.04150050684
679	1	0.04138583957
680	1	0.0411716899
681	1	0.0410865963
682	1	0.04095521102
683	1	0.04080815746
684	1	0.04070732854
685	1	0.04065120274
686	1	0.04055792122
687	1	0.04040042947
688	1	0.04028850561
689	1	0.04019973092
690	1	0.04019701842
691	1	0.04016918751
692	1	0.04006069613
693	1	0.04003457043
694	1	0.03992780589
695	1	0.03983706506
696	1	0.03970606545
697	1	0.03960592322
698	1	0.03943515037
699	1	0.03931164703
700	1	0.03921313635
701	1	0.03904532842
702	1	0.03897112014
703	1	0.03888218088
704	1	0.03870556578
705	1	0.03857680179
706	1	0.03849251693
707	1	0.03834895072
708	1	0.03829798948
709	1	0.03822144121
710	1	0.03810695039
711	1	0.03801646678
712	1	0.03792276563
713	1	0.03786148859
714	1	0.03771242376
715	1	0.03762507338
716	1	0.03749833588
717	1	0.03738729292
718	1	0.03731622553
719	1	0.03724308885
720	1	0.03713744581
721	1	0.03705843888
722	1	0.03701840974
723	1	0.03690619007
724	1	0.03676202028
725	1	0.03668305075
726	1	0.03656483333
727	1	0.03648336419
728	1	0.03643985171
729	1	0.03634426568
730	1	0.0362329905
731	1	0.03614857461
732	1	0.0360845751
733	1	0.03602612249
734	1	0.03594404582
735	1	0.03587435939
736	1	0.03587271581
737	1	0.03580644325
738	1	0.03568771134
739	1	0.03555961637
740	1	0.03548686809
741	1	0.03540504608
742	1	0.03530975469
743	1	0.03523211348
744	1	0.03514636723
745	1	0.03507591536
746	1	0.03501028221
747	1	0.03491259739
748	1	0.03483189865
749	1	0.03477805596
750	1	0.03472426388
751	1	0.03468316183
752	1	0.03456055966
753	1	0.0345059754
754	1	0.03440616781
755	1	0.03435336263
756	1	0.03425413783
757	1	0.0341386266
758	1	0.03403697082
759	1	0.03393493444
760	1	0.03385782093
761	1	0.03376114964
762	1	0.03366304651
763	1	0.03361186588
764	1	0.03353647491
765	1	0.03347764502
766	1	0.03344317259
767	1	0.03331657093
768	1	0.03327121399
769	1	0.03316786319
770	1	0.0331055384
771	1	0.03302765553
772	1	0.03299388874
773	1	0.0329113652
774	1	0.03283647356
775	1	0.03278583154
776	1	0.03269342003
777	1	0.03262943617
778	1	0.03254857014
779	1	0.03246833645
780	1	0.03240192305
781	1	0.03229769055
782	1	0.03225919707
783	1	0.03218001491
784	1	0.03209673351
785	1	0.03206092946
786	1	0.03201618473
787	1	0.03191183672
788	1	0.03185357798
789	1	0.03179158231
790	1	0.03174414299
791	1	0.0316892311
792	1	0.03158065335
793	1	0.03151000916
794	1	0.03139428761
795	1	0.03132901701
796	1	0.03129671226
797	1	0.03126431276
798	1	0.03120549794
799	1	0.03117770807
800	1	0.03110768959
801	1	0.0310445421
802	1	0.03096242528
803	1	0.03092571053
804	1	0.03090020435
805	1	0.03088454564
806	1	0.0307747163
807	1	0.03069305964
808	1	0.03063856257
809	1	0.03051720279
810	1	0.03047573778
811	1	0.03036011045
812	1	0.03029520294
813	1	0.030232234
814	1	0.03020078208
815	1	0.03013540317
816	1	0.03008947106
817	1	0.03004048388
818	1	0.02999051844
819	1	0.02994890586
820	1	0.02989410772
821	1	0.02986599149
822	1	0.02979475516
823	1	0.02975426471
824	1	0.0296757897
825	1	0.02961759487
826	1	0.02956785662
827	1	0.02952353545
828	1	0.02942762652
829	1	0.02933527215
830	1	0.02927254371
831	1	0.02920175883
832	1	0.02919032987
833	1	0.02916012249
834	1	0.02908957805
835	1	0.02902881622
836	1	0.02897545536
837	1	0.02892578601
838	1	0.02888607081
839	1	0.02884644481
840	1	0.02878948032
841	1	0.02874152923
842	1	0.02870573774
843	1	0.02870543173
844	1	0.02868364288
845	1	0.02863661274
846	1	0.02863658015
847	1	0.02861678993
848	1	0.02858710395
849	1	0.02853265607
850	1	0.0285231178
851	1	0.02846978621
852	1	0.02842118712
853	1	0.02840589457
854	1	0.02832443666
855	1	0.02830618564
856	1	0.02824977076
857	1	0.02822553931
858	1	0.02821989841
859	1	0.02821986046
860	1	0.02817695571
861	1	0.02809215151
862	1	0.02805633801
863	1	0.02801309437
864	1	0.02793836882
865	1	0.02786157411
866	1	0.02783486248
867	1	0.02782691778
868	1	0.02777702977
869	1	0.02772731792
870	1	0.02767672901
871	1	0.02761379986
872	1	0.02755302518
873	1	0.02751282854
874	1	0.02741758722
875	1	0.02741584661
876	1	0.0274150038
877	1	0.02731251433
878	1	0.02728529647
879	1	0.02725561139
880	1	0.02721818751
881	1	0.02720151243
882	1	0.02719524926
883	1	0.02718518863
884	1	0.02716919364
885	1	0.02713643886
886	1	0.02711802505
887	1	0.02710193133
888	1	0.02706912346
889	1	0.02706831438
890	1	0.02703758268
891	1	0.02696842476
892	1	0.02692765929
893	1	0.0268814642
894	1	0.02680670503
895	1	0.0267330557
896	1	0.02664780272
897	1	0.0265903097
898	1	0.0265903077
899	1	0.02657510096
900	1	0.0265562845
901	1	0.02654355762
902	1	0.02648896933
903	1	0.02647344505
904	1	0.0264436199
905	1	0.02636714761
906	1	0.02630980069
907	1	0.02619449606
908	1	0.02615873663
909	1	0.02615819917
910	1	0.02615055133
911	1	0.02612699715
912	1	0.02607809107
913	1	0.02599999829
914	1	0.02597721102
915	1	0.02592956706
916	1	0.02588547449
917	1	0.02584513749
918	1	0.02581271617
919	1	0.02575693238
920	1	0.02571004351
921	1	0.02565994603
922	1	0.02560600303
923	1	0.02556985933
924	1	0.02552197336
925	1	0.02547155607
926	1	0.02545241872
927	1	0.02540685053
928	1	0.02531768938
929	1	0.02524515492
930	1	0.02518259174
931	1	0.02511483621
932	1	0.02509001464
933	1	0.0250548551
934	1	0.02495965652
935	1	0.02492914925
936	1	0.02486576304
937	1	0.02482246824
938	1	0.02476778592
939	1	0.02470255384
940	1	0.02463222147
941	1	0.02453216372
942	1	0.02450053486
943	1	0.02446353728
944	1	0.02441353857
945	1	0.02436653142
946	1	0.0243379859
947	1	0.02429223319
948	1	0.02425606477
949	1	0.0242003867
950	1	0.02417218761
951	1	0.02409350165
952	1	0.02403259746
953	1	0.02396015599
954	1	0.02390858993
955	1	0.0239010244
956	1	0.0238627821
957	1	0.02378584882
958	1	0.02373635446
959	1	0.02371606686
960	1	0.02366563694
961	1	0.02363019836
962	1	0.02357630307
963	1	0.02352812197
964	1	0.02345380357
965	1	0.02342422698
966	1	0.02339526331
967	1	0.02336525862
968	1	0.02331088543
969	1	0.02327210438
970	1	0.02325522951
971	1	0.02321877628
972	1	0.02318191149
973	1	0.02313409264
974	1	0.02311019313
975	1	0.02304138716
976	1	0.02300837758
977	1	0.02299107939
978	1	0.02295769946
979	1	0.02293931324
980	1	0.02290760347
981	1	0.02289312089
982	1	0.02283194642
983	1	0.02277472666
984	1	0.02271116651
985	1	0.02266688018
